Občina,OŠ ali manj,srednje poklicno izobraževanje,"strokovno, splošno izobraževanje","izobraževanje prve, druge, tretje stopnje",Skupaj,month,year
SVETI JURIJ OB ŠČAVNICI,29.0,29.0,20.0,18.0,96.0,NOV,2021
SVETI JURIJ V SLOVENSKIH GORICAH,8.0,13.0,10.0,7.0,38.0,NOV,2021
SVETI TOMAŽ,25.0,39.0,24.0,8.0,96.0,NOV,2021
ŠALOVCI,21.0,10.0,10.0,5.0,46.0,NOV,2021
ŠEMPETER - VRTOJBA,47.0,22.0,34.0,27.0,130.0,NOV,2021
ŠENČUR,42.0,29.0,63.0,29.0,163.0,NOV,2021
ŠENTILJ,81.0,87.0,65.0,42.0,275.0,NOV,2021
ŠENTJERNEJ,125.0,44.0,32.0,17.0,218.0,NOV,2021
ŠENTJUR,150.0,197.0,184.0,121.0,652.0,NOV,2021
ŠENTRUPERT,8.0,10.0,18.0,6.0,42.0,NOV,2021
ŠKOCJAN,85.0,22.0,19.0,8.0,134.0,NOV,2021
ŠKOFJA LOKA,112.0,98.0,106.0,79.0,395.0,NOV,2021
ŠKOFLJICA,78.0,67.0,80.0,67.0,292.0,NOV,2021
ŠMARJE PRI JELŠAH,122.0,117.0,117.0,52.0,408.0,NOV,2021
ŠMARJEŠKE TOPLICE,14.0,11.0,16.0,3.0,44.0,NOV,2021
ŠMARTNO OB PAKI,28.0,30.0,23.0,17.0,98.0,NOV,2021
ŠMARTNO PRI LITIJI,34.0,43.0,41.0,17.0,135.0,NOV,2021
ŠOŠTANJ,82.0,62.0,61.0,45.0,250.0,NOV,2021
ŠTORE,29.0,40.0,33.0,19.0,121.0,NOV,2021
TABOR,9.0,16.0,11.0,14.0,50.0,NOV,2021
TIŠINA,71.0,40.0,29.0,11.0,151.0,NOV,2021
TOLMIN,60.0,56.0,56.0,39.0,211.0,NOV,2021
TRBOVLJE,290.0,214.0,185.0,96.0,785.0,NOV,2021
TREBNJE,160.0,63.0,43.0,43.0,309.0,NOV,2021
TRNOVSKA VAS,3.0,11.0,11.0,7.0,32.0,NOV,2021
TRZIN,29.0,15.0,23.0,22.0,89.0,NOV,2021
TRŽIČ,89.0,59.0,85.0,47.0,280.0,NOV,2021
TURNIŠČE,37.0,45.0,23.0,14.0,119.0,NOV,2021
VELENJE,363.0,280.0,302.0,194.0,1139.0,NOV,2021
VELIKA POLANA,10.0,19.0,8.0,4.0,41.0,NOV,2021
VELIKE LAŠČE,29.0,27.0,31.0,17.0,104.0,NOV,2021
VERŽEJ,12.0,5.0,6.0,7.0,30.0,NOV,2021
VIDEM,53.0,61.0,50.0,12.0,176.0,NOV,2021
VIPAVA,27.0,25.0,40.0,28.0,120.0,NOV,2021
VITANJE,28.0,24.0,14.0,12.0,78.0,NOV,2021
VODICE,26.0,33.0,32.0,25.0,116.0,NOV,2021
VOJNIK,42.0,51.0,73.0,53.0,219.0,NOV,2021
VRANSKO,11.0,19.0,17.0,9.0,56.0,NOV,2021
VRHNIKA,155.0,105.0,139.0,84.0,483.0,NOV,2021
VUZENICA,19.0,28.0,25.0,13.0,85.0,NOV,2021
ZAGORJE OB SAVI,150.0,142.0,150.0,72.0,514.0,NOV,2021
ZAVRČ,21.0,28.0,14.0,3.0,66.0,NOV,2021
ZREČE,74.0,74.0,70.0,30.0,248.0,NOV,2021
ŽALEC,209.0,217.0,210.0,146.0,782.0,NOV,2021
ŽELEZNIKI,23.0,17.0,17.0,16.0,73.0,NOV,2021
ŽETALE,10.0,7.0,8.0,6.0,31.0,NOV,2021
ŽIRI,8.0,23.0,25.0,22.0,78.0,NOV,2021
ŽIROVNICA,13.0,17.0,22.0,18.0,70.0,NOV,2021
ŽUŽEMBERK,25.0,36.0,19.0,10.0,90.0,NOV,2021
OBČINA IZVEN RS,372.0,42.0,32.0,63.0,509.0,NOV,2021
AJDOVŠČINA,137.0,127.0,114.0,85.0,463.0,DEC,2021
ANKARAN,31.0,21.0,27.0,22.0,101.0,DEC,2021
APAČE,41.0,39.0,15.0,13.0,108.0,DEC,2021
BELTINCI,110.0,76.0,56.0,28.0,270.0,DEC,2021
BENEDIKT,17.0,13.0,16.0,5.0,51.0,DEC,2021
BISTRICA OB SOTLI,18.0,10.0,12.0,11.0,51.0,DEC,2021
BLED,24.0,36.0,62.0,45.0,167.0,DEC,2021
BLOKE,5.0,8.0,13.0,7.0,33.0,DEC,2021
BOHINJ,24.0,25.0,23.0,14.0,86.0,DEC,2021
BOROVNICA,43.0,38.0,26.0,20.0,127.0,DEC,2021
BOVEC,16.0,18.0,13.0,13.0,60.0,DEC,2021
BRASLOVČE,31.0,32.0,50.0,25.0,138.0,DEC,2021
BRDA,27.0,14.0,29.0,26.0,96.0,DEC,2021
BREZOVICA,60.0,74.0,107.0,55.0,296.0,DEC,2021
BREŽICE,275.0,323.0,236.0,125.0,959.0,DEC,2021
CANKOVA,44.0,14.0,16.0,3.0,77.0,DEC,2021
CELJE,554.0,465.0,517.0,348.0,1884.0,DEC,2021
CERKLJE NA GORENJSKEM,36.0,30.0,43.0,24.0,133.0,DEC,2021
CERKNICA,64.0,72.0,65.0,41.0,242.0,DEC,2021
CERKNO,17.0,8.0,19.0,14.0,58.0,DEC,2021
CERKVENJAK,17.0,20.0,10.0,5.0,52.0,DEC,2021
CIRKULANE,24.0,28.0,16.0,8.0,76.0,DEC,2021
ČRENŠOVCI,98.0,46.0,27.0,14.0,185.0,DEC,2021
ČRNA NA KOROŠKEM,22.0,30.0,15.0,6.0,73.0,DEC,2021
ČRNOMELJ,336.0,154.0,100.0,59.0,649.0,DEC,2021
DESTRNIK,25.0,21.0,24.0,4.0,74.0,DEC,2021
DIVAČA,35.0,28.0,32.0,18.0,113.0,DEC,2021
DOBJE,5.0,7.0,4.0,4.0,20.0,DEC,2021
DOBREPOLJE,21.0,24.0,17.0,11.0,73.0,DEC,2021
DOBRNA,10.0,17.0,15.0,7.0,49.0,DEC,2021
DOBROVA - POLHOV GRADEC,30.0,41.0,45.0,25.0,141.0,DEC,2021
DOBROVNIK,28.0,20.0,14.0,8.0,70.0,DEC,2021
DOL PRI LJUBLJANI,44.0,44.0,37.0,39.0,164.0,DEC,2021
DOLENJSKE TOPLICE,18.0,26.0,15.0,14.0,73.0,DEC,2021
DOMŽALE,307.0,229.0,270.0,189.0,995.0,DEC,2021
DORNAVA,14.0,23.0,7.0,19.0,63.0,DEC,2021
DRAVOGRAD,65.0,89.0,79.0,26.0,259.0,DEC,2021
DUPLEK,62.0,74.0,64.0,44.0,244.0,DEC,2021
GORENJA VAS - POLJANE,23.0,34.0,36.0,10.0,103.0,DEC,2021
GORIŠNICA,16.0,36.0,37.0,11.0,100.0,DEC,2021
GORJE,10.0,21.0,18.0,22.0,71.0,DEC,2021
GORNJA RADGONA,75.0,88.0,61.0,46.0,270.0,DEC,2021
GORNJI GRAD,9.0,19.0,17.0,8.0,53.0,DEC,2021
GORNJI PETROVCI,32.0,23.0,13.0,7.0,75.0,DEC,2021
GRAD,31.0,23.0,5.0,6.0,65.0,DEC,2021
GROSUPLJE,237.0,127.0,135.0,69.0,568.0,DEC,2021
HAJDINA,17.0,32.0,36.0,20.0,105.0,DEC,2021
HOČE - SLIVNICA,108.0,120.0,126.0,68.0,422.0,DEC,2021
HODOŠ,5.0,4.0,0.0,2.0,11.0,DEC,2021
HORJUL,5.0,15.0,20.0,12.0,52.0,DEC,2021
HRASTNIK,152.0,117.0,88.0,48.0,405.0,DEC,2021
HRPELJE - KOZINA,32.0,37.0,28.0,16.0,113.0,DEC,2021
IDRIJA,71.0,40.0,41.0,39.0,191.0,DEC,2021
IG,58.0,50.0,54.0,25.0,187.0,DEC,2021
ILIRSKA BISTRICA,77.0,89.0,76.0,39.0,281.0,DEC,2021
IVANČNA GORICA,94.0,95.0,98.0,54.0,341.0,DEC,2021
IZOLA,168.0,126.0,132.0,67.0,493.0,DEC,2021
JESENICE,213.0,158.0,111.0,59.0,541.0,DEC,2021
JEZERSKO,2.0,0.0,5.0,1.0,8.0,DEC,2021
JURŠINCI,22.0,28.0,15.0,4.0,69.0,DEC,2021
KAMNIK,239.0,204.0,208.0,112.0,763.0,DEC,2021
KANAL,40.0,36.0,25.0,27.0,128.0,DEC,2021
KIDRIČEVO,38.0,56.0,54.0,32.0,180.0,DEC,2021
KOBARID,16.0,22.0,18.0,14.0,70.0,DEC,2021
KOBILJE,3.0,7.0,4.0,1.0,15.0,DEC,2021
KOČEVJE,366.0,216.0,149.0,62.0,793.0,DEC,2021
KOMEN,22.0,14.0,31.0,14.0,81.0,DEC,2021
KOMENDA,33.0,31.0,36.0,25.0,125.0,DEC,2021
KOPER,574.0,401.0,461.0,286.0,1722.0,DEC,2021
KOSTANJEVICA NA KRKI,22.0,23.0,18.0,8.0,71.0,DEC,2021
KOSTEL,7.0,8.0,6.0,2.0,23.0,DEC,2021
KOZJE,46.0,44.0,32.0,18.0,140.0,DEC,2021
KRANJ,546.0,285.0,358.0,265.0,1454.0,DEC,2021
KRANJSKA GORA,12.0,25.0,35.0,23.0,95.0,DEC,2021
KRIŽEVCI,27.0,30.0,28.0,14.0,99.0,DEC,2021
KRŠKO,573.0,313.0,203.0,104.0,1193.0,DEC,2021
KUNGOTA,62.0,48.0,52.0,26.0,188.0,DEC,2021
KUZMA,34.0,13.0,7.0,4.0,58.0,DEC,2021
LAŠKO,130.0,134.0,93.0,50.0,407.0,DEC,2021
LENART,42.0,51.0,42.0,30.0,165.0,DEC,2021
LENDAVA,204.0,141.0,130.0,69.0,544.0,DEC,2021
LITIJA,149.0,105.0,93.0,58.0,405.0,DEC,2021
LJUBLJANA,3309.0,2046.0,2905.0,2191.0,10451.0,DEC,2021
LJUBNO,11.0,14.0,22.0,11.0,58.0,DEC,2021
LJUTOMER,110.0,106.0,85.0,50.0,351.0,DEC,2021
LOG - DRAGOMER,24.0,30.0,22.0,16.0,92.0,DEC,2021
LOGATEC,65.0,76.0,80.0,56.0,277.0,DEC,2021
LOŠKA DOLINA,19.0,11.0,25.0,13.0,68.0,DEC,2021
LOŠKI POTOK,10.0,11.0,8.0,4.0,33.0,DEC,2021
LOVRENC NA POHORJU,22.0,37.0,18.0,11.0,88.0,DEC,2021
LUČE,20.0,11.0,9.0,9.0,49.0,DEC,2021
LUKOVICA,42.0,46.0,45.0,19.0,152.0,DEC,2021
MAJŠPERK,28.0,30.0,31.0,17.0,106.0,DEC,2021
MAKOLE,23.0,19.0,12.0,9.0,63.0,DEC,2021
MARIBOR,1595.0,1221.0,1340.0,960.0,5116.0,DEC,2021
MARKOVCI,20.0,40.0,27.0,11.0,98.0,DEC,2021
MEDVODE,110.0,103.0,136.0,114.0,463.0,DEC,2021
MENGEŠ,71.0,53.0,68.0,33.0,225.0,DEC,2021
METLIKA,192.0,91.0,64.0,30.0,377.0,DEC,2021
MEŽICA,25.0,27.0,20.0,14.0,86.0,DEC,2021
MIKLAVŽ NA DRAVSKEM POLJU,64.0,69.0,66.0,25.0,224.0,DEC,2021
MIREN - KOSTANJEVICA,29.0,18.0,26.0,22.0,95.0,DEC,2021
MIRNA,13.0,12.0,7.0,7.0,39.0,DEC,2021
MIRNA PEČ,21.0,19.0,14.0,2.0,56.0,DEC,2021
MISLINJA,35.0,49.0,28.0,14.0,126.0,DEC,2021
MOKRONOG - TREBELNO,21.0,21.0,13.0,5.0,60.0,DEC,2021
MORAVČE,24.0,24.0,39.0,15.0,102.0,DEC,2021
MORAVSKE TOPLICE,52.0,56.0,47.0,33.0,188.0,DEC,2021
MOZIRJE,32.0,31.0,31.0,25.0,119.0,DEC,2021
MURSKA SOBOTA,277.0,193.0,191.0,118.0,779.0,DEC,2021
MUTA,28.0,41.0,27.0,7.0,103.0,DEC,2021
NAKLO,31.0,31.0,43.0,25.0,130.0,DEC,2021
NAZARJE,19.0,16.0,18.0,14.0,67.0,DEC,2021
NOVA GORICA,240.0,160.0,207.0,171.0,778.0,DEC,2021
NOVO MESTO,512.0,163.0,227.0,168.0,1070.0,DEC,2021
ODRANCI,19.0,8.0,10.0,6.0,43.0,DEC,2021
OPLOTNICA,27.0,26.0,19.0,14.0,86.0,DEC,2021
ORMOŽ,106.0,193.0,142.0,46.0,487.0,DEC,2021
OSILNICA,4.0,3.0,1.0,1.0,9.0,DEC,2021
PESNICA,73.0,68.0,66.0,25.0,232.0,DEC,2021
PIRAN,194.0,184.0,218.0,132.0,728.0,DEC,2021
PIVKA,52.0,42.0,28.0,19.0,141.0,DEC,2021
PODČETRTEK,43.0,31.0,32.0,13.0,119.0,DEC,2021
PODLEHNIK,26.0,12.0,17.0,9.0,64.0,DEC,2021
PODVELKA,16.0,26.0,27.0,8.0,77.0,DEC,2021
POLJČANE,28.0,32.0,33.0,22.0,115.0,DEC,2021
POLZELA,48.0,44.0,62.0,38.0,192.0,DEC,2021
POSTOJNA,173.0,104.0,96.0,54.0,427.0,DEC,2021
PREBOLD,50.0,45.0,43.0,28.0,166.0,DEC,2021
PREDDVOR,16.0,16.0,24.0,19.0,75.0,DEC,2021
PREVALJE,44.0,55.0,62.0,34.0,195.0,DEC,2021
PTUJ,196.0,205.0,272.0,162.0,835.0,DEC,2021
PUCONCI,96.0,46.0,36.0,28.0,206.0,DEC,2021
RAČE - FRAM,61.0,81.0,69.0,36.0,247.0,DEC,2021
RADEČE,41.0,30.0,45.0,18.0,134.0,DEC,2021
RADENCI,37.0,57.0,45.0,19.0,158.0,DEC,2021
RADLJE OB DRAVI,46.0,73.0,67.0,26.0,212.0,DEC,2021
RADOVLJICA,127.0,88.0,127.0,80.0,422.0,DEC,2021
RAVNE NA KOROŠKEM,71.0,121.0,117.0,59.0,368.0,DEC,2021
RAZKRIŽJE,9.0,16.0,4.0,6.0,35.0,DEC,2021
REČICA OB SAVINJI,13.0,10.0,17.0,8.0,48.0,DEC,2021
RENČE - VOGRSKO,32.0,18.0,21.0,20.0,91.0,DEC,2021
RIBNICA,80.0,54.0,51.0,19.0,204.0,DEC,2021
RIBNICA NA POHORJU,14.0,28.0,11.0,3.0,56.0,DEC,2021
ROGAŠKA SLATINA,150.0,165.0,128.0,79.0,522.0,DEC,2021
ROGAŠOVCI,105.0,50.0,12.0,12.0,179.0,DEC,2021
ROGATEC,55.0,55.0,38.0,20.0,168.0,DEC,2021
RUŠE,65.0,95.0,71.0,43.0,274.0,DEC,2021
SELNICA OB DRAVI,28.0,41.0,39.0,19.0,127.0,DEC,2021
SEMIČ,61.0,38.0,25.0,10.0,134.0,DEC,2021
SEVNICA,160.0,204.0,125.0,90.0,579.0,DEC,2021
SEŽANA,110.0,90.0,89.0,58.0,347.0,DEC,2021
SLOVENJ GRADEC,151.0,178.0,127.0,82.0,538.0,DEC,2021
SLOVENSKA BISTRICA,237.0,181.0,214.0,125.0,757.0,DEC,2021
SLOVENSKE KONJICE,201.0,191.0,156.0,84.0,632.0,DEC,2021
SODRAŽICA,9.0,14.0,12.0,4.0,39.0,DEC,2021
SOLČAVA,1.0,2.0,2.0,2.0,7.0,DEC,2021
SREDIŠČE OB DRAVI,28.0,22.0,30.0,19.0,99.0,DEC,2021
STARŠE,32.0,41.0,36.0,26.0,135.0,DEC,2021
STRAŽA,31.0,19.0,20.0,11.0,81.0,DEC,2021
SVETA ANA,11.0,25.0,13.0,6.0,55.0,DEC,2021
SVETA TROJICA V SLOVENSKIH GORICAH,12.0,10.0,14.0,7.0,43.0,DEC,2021
SVETI ANDRAŽ V SLOVENSKIH GORICAH,9.0,9.0,5.0,3.0,26.0,DEC,2021
SVETI JURIJ OB ŠČAVNICI,27.0,28.0,21.0,19.0,95.0,DEC,2021
SVETI JURIJ V SLOVENSKIH GORICAH,10.0,16.0,13.0,6.0,45.0,DEC,2021
SVETI TOMAŽ,25.0,39.0,20.0,9.0,93.0,DEC,2021
ŠALOVCI,26.0,11.0,9.0,5.0,51.0,DEC,2021
ŠEMPETER - VRTOJBA,49.0,23.0,30.0,31.0,133.0,DEC,2021
ŠENČUR,52.0,32.0,59.0,30.0,173.0,DEC,2021
ŠENTILJ,88.0,92.0,61.0,44.0,285.0,DEC,2021
ŠENTJERNEJ,120.0,41.0,26.0,14.0,201.0,DEC,2021
ŠENTJUR,159.0,197.0,181.0,123.0,660.0,DEC,2021
ŠENTRUPERT,9.0,11.0,17.0,6.0,43.0,DEC,2021
ŠKOCJAN,87.0,23.0,21.0,8.0,139.0,DEC,2021
ŠKOFJA LOKA,111.0,92.0,100.0,79.0,382.0,DEC,2021
ŠKOFLJICA,88.0,75.0,76.0,70.0,309.0,DEC,2021
ŠMARJE PRI JELŠAH,126.0,121.0,116.0,50.0,413.0,DEC,2021
ŠMARJEŠKE TOPLICE,14.0,12.0,16.0,5.0,47.0,DEC,2021
ŠMARTNO OB PAKI,30.0,27.0,22.0,17.0,96.0,DEC,2021
ŠMARTNO PRI LITIJI,32.0,41.0,40.0,18.0,131.0,DEC,2021
ŠOŠTANJ,87.0,64.0,55.0,42.0,248.0,DEC,2021
ŠTORE,32.0,40.0,35.0,19.0,126.0,DEC,2021
TABOR,9.0,16.0,10.0,15.0,50.0,DEC,2021
TIŠINA,75.0,41.0,33.0,12.0,161.0,DEC,2021
TOLMIN,60.0,60.0,52.0,36.0,208.0,DEC,2021
TRBOVLJE,288.0,209.0,181.0,92.0,770.0,DEC,2021
TREBNJE,161.0,58.0,46.0,41.0,306.0,DEC,2021
TRNOVSKA VAS,3.0,13.0,8.0,7.0,31.0,DEC,2021
TRZIN,30.0,16.0,23.0,20.0,89.0,DEC,2021
TRŽIČ,94.0,68.0,85.0,45.0,292.0,DEC,2021
TURNIŠČE,43.0,45.0,25.0,13.0,126.0,DEC,2021
VELENJE,400.0,291.0,301.0,188.0,1180.0,DEC,2021
VELIKA POLANA,11.0,21.0,7.0,4.0,43.0,DEC,2021
VELIKE LAŠČE,27.0,25.0,29.0,18.0,99.0,DEC,2021
VERŽEJ,11.0,6.0,6.0,7.0,30.0,DEC,2021
VIDEM,53.0,64.0,46.0,17.0,180.0,DEC,2021
VIPAVA,26.0,25.0,42.0,28.0,121.0,DEC,2021
VITANJE,27.0,23.0,13.0,12.0,75.0,DEC,2021
VODICE,26.0,30.0,33.0,24.0,113.0,DEC,2021
VOJNIK,51.0,54.0,67.0,53.0,225.0,DEC,2021
VRANSKO,11.0,17.0,14.0,8.0,50.0,DEC,2021
VRHNIKA,156.0,110.0,139.0,79.0,484.0,DEC,2021
VUZENICA,22.0,31.0,26.0,14.0,93.0,DEC,2021
ZAGORJE OB SAVI,142.0,131.0,143.0,61.0,477.0,DEC,2021
ZAVRČ,19.0,27.0,14.0,2.0,62.0,DEC,2021
ZREČE,77.0,74.0,72.0,28.0,251.0,DEC,2021
ŽALEC,235.0,222.0,215.0,142.0,814.0,DEC,2021
ŽELEZNIKI,22.0,18.0,16.0,18.0,74.0,DEC,2021
ŽETALE,9.0,6.0,9.0,6.0,30.0,DEC,2021
ŽIRI,7.0,21.0,23.0,24.0,75.0,DEC,2021
ŽIROVNICA,15.0,17.0,18.0,17.0,67.0,DEC,2021
ŽUŽEMBERK,25.0,37.0,20.0,10.0,92.0,DEC,2021
OBČINA IZVEN RS,495.0,39.0,24.0,54.0,612.0,DEC,2021
AJDOVŠČINA,146.0,122.0,113.0,75.0,456.0,JAN,2022
ANKARAN,29.0,23.0,29.0,19.0,100.0,JAN,2022
APAČE,43.0,38.0,18.0,14.0,113.0,JAN,2022
BELTINCI,125.0,94.0,74.0,36.0,329.0,JAN,2022
BENEDIKT,25.0,10.0,19.0,5.0,59.0,JAN,2022
BISTRICA OB SOTLI,20.0,12.0,12.0,11.0,55.0,JAN,2022
BLED,27.0,38.0,65.0,47.0,177.0,JAN,2022
BLOKE,6.0,10.0,12.0,7.0,35.0,JAN,2022
BOHINJ,30.0,27.0,22.0,16.0,95.0,JAN,2022
BOROVNICA,41.0,35.0,21.0,25.0,122.0,JAN,2022
BOVEC,17.0,21.0,15.0,12.0,65.0,JAN,2022
BRASLOVČE,33.0,32.0,51.0,28.0,144.0,JAN,2022
BRDA,25.0,17.0,33.0,24.0,99.0,JAN,2022
BREZOVICA,63.0,76.0,111.0,55.0,305.0,JAN,2022
BREŽICE,276.0,333.0,241.0,125.0,975.0,JAN,2022
CANKOVA,41.0,17.0,22.0,4.0,84.0,JAN,2022
CELJE,573.0,479.0,525.0,371.0,1948.0,JAN,2022
CERKLJE NA GORENJSKEM,45.0,26.0,46.0,23.0,140.0,JAN,2022
CERKNICA,67.0,77.0,71.0,45.0,260.0,JAN,2022
CERKNO,20.0,9.0,18.0,14.0,61.0,JAN,2022
CERKVENJAK,20.0,21.0,7.0,6.0,54.0,JAN,2022
CIRKULANE,22.0,30.0,16.0,7.0,75.0,JAN,2022
ČRENŠOVCI,112.0,55.0,30.0,16.0,213.0,JAN,2022
ČRNA NA KOROŠKEM,23.0,28.0,17.0,8.0,76.0,JAN,2022
ČRNOMELJ,345.0,162.0,100.0,53.0,660.0,JAN,2022
DESTRNIK,23.0,21.0,22.0,6.0,72.0,JAN,2022
DIVAČA,36.0,33.0,39.0,23.0,131.0,JAN,2022
DOBJE,6.0,10.0,4.0,2.0,22.0,JAN,2022
DOBREPOLJE,24.0,25.0,22.0,11.0,82.0,JAN,2022
DOBRNA,10.0,16.0,14.0,10.0,50.0,JAN,2022
DOBROVA - POLHOV GRADEC,29.0,39.0,44.0,27.0,139.0,JAN,2022
DOBROVNIK,25.0,16.0,14.0,7.0,62.0,JAN,2022
DOL PRI LJUBLJANI,42.0,47.0,35.0,44.0,168.0,JAN,2022
DOLENJSKE TOPLICE,16.0,29.0,18.0,18.0,81.0,JAN,2022
DOMŽALE,323.0,245.0,270.0,195.0,1033.0,JAN,2022
DORNAVA,14.0,27.0,9.0,17.0,67.0,JAN,2022
DRAVOGRAD,59.0,95.0,75.0,28.0,257.0,JAN,2022
DUPLEK,70.0,78.0,64.0,39.0,251.0,JAN,2022
GORENJA VAS - POLJANE,22.0,35.0,34.0,11.0,102.0,JAN,2022
GORIŠNICA,16.0,37.0,39.0,12.0,104.0,JAN,2022
GORJE,12.0,22.0,19.0,19.0,72.0,JAN,2022
GORNJA RADGONA,75.0,95.0,64.0,45.0,279.0,JAN,2022
GORNJI GRAD,9.0,19.0,22.0,8.0,58.0,JAN,2022
GORNJI PETROVCI,31.0,28.0,16.0,7.0,82.0,JAN,2022
GRAD,30.0,28.0,8.0,5.0,71.0,JAN,2022
GROSUPLJE,231.0,127.0,135.0,80.0,573.0,JAN,2022
HAJDINA,16.0,31.0,35.0,18.0,100.0,JAN,2022
HOČE - SLIVNICA,113.0,125.0,124.0,75.0,437.0,JAN,2022
HODOŠ,6.0,5.0,0.0,2.0,13.0,JAN,2022
HORJUL,3.0,17.0,20.0,15.0,55.0,JAN,2022
HRASTNIK,148.0,121.0,92.0,46.0,407.0,JAN,2022
HRPELJE - KOZINA,34.0,37.0,31.0,16.0,118.0,JAN,2022
IDRIJA,75.0,39.0,39.0,39.0,192.0,JAN,2022
IG,56.0,54.0,55.0,24.0,189.0,JAN,2022
ILIRSKA BISTRICA,80.0,93.0,75.0,40.0,288.0,JAN,2022
IVANČNA GORICA,95.0,92.0,98.0,52.0,337.0,JAN,2022
IZOLA,171.0,132.0,141.0,75.0,519.0,JAN,2022
JESENICE,221.0,161.0,112.0,53.0,547.0,JAN,2022
JEZERSKO,2.0,0.0,4.0,1.0,7.0,JAN,2022
JURŠINCI,20.0,31.0,13.0,3.0,67.0,JAN,2022
KAMNIK,251.0,214.0,213.0,117.0,795.0,JAN,2022
KANAL,39.0,34.0,19.0,22.0,114.0,JAN,2022
KIDRIČEVO,37.0,53.0,55.0,28.0,173.0,JAN,2022
KOBARID,20.0,21.0,15.0,15.0,71.0,JAN,2022
KOBILJE,5.0,10.0,4.0,1.0,20.0,JAN,2022
KOČEVJE,379.0,240.0,169.0,71.0,859.0,JAN,2022
KOMEN,23.0,12.0,32.0,16.0,83.0,JAN,2022
KOMENDA,35.0,30.0,36.0,24.0,125.0,JAN,2022
KOPER,591.0,413.0,476.0,286.0,1766.0,JAN,2022
KOSTANJEVICA NA KRKI,26.0,21.0,19.0,8.0,74.0,JAN,2022
KOSTEL,7.0,11.0,8.0,2.0,28.0,JAN,2022
KOZJE,44.0,46.0,33.0,16.0,139.0,JAN,2022
KRANJ,564.0,279.0,365.0,274.0,1482.0,JAN,2022
KRANJSKA GORA,15.0,26.0,32.0,22.0,95.0,JAN,2022
KRIŽEVCI,19.0,30.0,26.0,13.0,88.0,JAN,2022
KRŠKO,562.0,321.0,212.0,101.0,1196.0,JAN,2022
KUNGOTA,65.0,50.0,53.0,29.0,197.0,JAN,2022
KUZMA,36.0,15.0,6.0,6.0,63.0,JAN,2022
LAŠKO,132.0,130.0,98.0,58.0,418.0,JAN,2022
LENART,42.0,57.0,37.0,28.0,164.0,JAN,2022
LENDAVA,224.0,161.0,140.0,78.0,603.0,JAN,2022
LITIJA,155.0,108.0,87.0,56.0,406.0,JAN,2022
LJUBLJANA,3352.0,2081.0,2916.0,2214.0,10563.0,JAN,2022
LJUBNO,13.0,15.0,24.0,10.0,62.0,JAN,2022
LJUTOMER,114.0,116.0,94.0,55.0,379.0,JAN,2022
LOG - DRAGOMER,24.0,27.0,25.0,20.0,96.0,JAN,2022
LOGATEC,61.0,75.0,86.0,60.0,282.0,JAN,2022
LOŠKA DOLINA,21.0,12.0,22.0,13.0,68.0,JAN,2022
LOŠKI POTOK,12.0,11.0,8.0,4.0,35.0,JAN,2022
LOVRENC NA POHORJU,19.0,35.0,21.0,14.0,89.0,JAN,2022
LUČE,19.0,13.0,9.0,8.0,49.0,JAN,2022
LUKOVICA,44.0,50.0,44.0,19.0,157.0,JAN,2022
MAJŠPERK,28.0,31.0,31.0,16.0,106.0,JAN,2022
MAKOLE,24.0,20.0,11.0,13.0,68.0,JAN,2022
MARIBOR,1655.0,1277.0,1346.0,952.0,5230.0,JAN,2022
MARKOVCI,20.0,41.0,27.0,12.0,100.0,JAN,2022
MEDVODE,111.0,106.0,142.0,108.0,467.0,JAN,2022
MENGEŠ,69.0,56.0,69.0,33.0,227.0,JAN,2022
METLIKA,188.0,93.0,66.0,31.0,378.0,JAN,2022
MEŽICA,24.0,28.0,20.0,13.0,85.0,JAN,2022
MIKLAVŽ NA DRAVSKEM POLJU,65.0,67.0,68.0,22.0,222.0,JAN,2022
MIREN - KOSTANJEVICA,28.0,16.0,24.0,20.0,88.0,JAN,2022
MIRNA,13.0,9.0,11.0,10.0,43.0,JAN,2022
MIRNA PEČ,24.0,21.0,16.0,2.0,63.0,JAN,2022
MISLINJA,33.0,57.0,30.0,18.0,138.0,JAN,2022
MOKRONOG - TREBELNO,21.0,16.0,16.0,5.0,58.0,JAN,2022
MORAVČE,25.0,28.0,38.0,19.0,110.0,JAN,2022
MORAVSKE TOPLICE,58.0,59.0,63.0,37.0,217.0,JAN,2022
MOZIRJE,32.0,31.0,28.0,24.0,115.0,JAN,2022
MURSKA SOBOTA,289.0,218.0,214.0,120.0,841.0,JAN,2022
MUTA,30.0,40.0,25.0,7.0,102.0,JAN,2022
NAKLO,35.0,25.0,44.0,22.0,126.0,JAN,2022
NAZARJE,19.0,17.0,23.0,13.0,72.0,JAN,2022
NOVA GORICA,250.0,158.0,207.0,168.0,783.0,JAN,2022
NOVO MESTO,561.0,180.0,233.0,171.0,1145.0,JAN,2022
ODRANCI,19.0,12.0,13.0,6.0,50.0,JAN,2022
OPLOTNICA,28.0,30.0,23.0,15.0,96.0,JAN,2022
ORMOŽ,106.0,198.0,143.0,40.0,487.0,JAN,2022
OSILNICA,6.0,5.0,2.0,1.0,14.0,JAN,2022
PESNICA,78.0,65.0,72.0,26.0,241.0,JAN,2022
PIRAN,205.0,180.0,223.0,127.0,735.0,JAN,2022
