Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year,"OŠ
ali manj","nižje, srednje poklicno izob.","srednje tehniško, strokovno,
splošno izob.","visokošolsko
izob. prve, druge,
tretje stopnje"
UD Cerknica,91.0,130.0,129.0,68.0,418.0,JAN,2020,,,,
UD Domžale,470.0,414.0,436.0,317.0,1637.0,JAN,2020,,,,
UD Grosuplje,463.0,359.0,282.0,154.0,1258.0,JAN,2020,,,,
UD Kamnik,285.0,281.0,271.0,160.0,997.0,JAN,2020,,,,
UD Kočevje,472.0,349.0,199.0,79.0,1099.0,JAN,2020,,,,
UD Ljubljana,4274.0,3055.0,4121.0,3382.0,14832.0,JAN,2020,,,,
UD Logatec,97.0,97.0,91.0,67.0,352.0,JAN,2020,,,,
UD Ribnica,112.0,107.0,84.0,54.0,357.0,JAN,2020,,,,
UD Vrhnika,200.0,200.0,201.0,134.0,735.0,JAN,2020,,,,
OS Maribor,3286.0,2969.0,2921.0,1890.0,11066.0,JAN,2020,,,,
UD Lenart,127.0,175.0,125.0,62.0,489.0,JAN,2020,,,,
UD Maribor,2360.0,2022.0,2079.0,1430.0,7891.0,JAN,2020,,,,
UD Pesnica,240.0,253.0,176.0,100.0,769.0,JAN,2020,,,,
UD Ruše,161.0,180.0,188.0,99.0,628.0,JAN,2020,,,,
UD Slovenska Bistrica,398.0,339.0,353.0,199.0,1289.0,JAN,2020,,,,
OS Murska Sobota,2539.0,2015.0,1392.0,778.0,6724.0,JAN,2020,,,,
UD Gornja Radgona,298.0,337.0,215.0,115.0,965.0,JAN,2020,,,,
UD Lendava,560.0,440.0,279.0,136.0,1415.0,JAN,2020,,,,
UD Ljutomer,238.0,257.0,191.0,108.0,794.0,JAN,2020,,,,
UD Murska Sobota,1443.0,981.0,707.0,419.0,3550.0,JAN,2020,,,,
OS Nova Gorica,992.0,694.0,733.0,551.0,2970.0,JAN,2020,,,,
UD Ajdovščina,194.0,184.0,160.0,119.0,657.0,JAN,2020,,,,
UD Idrija,89.0,64.0,68.0,41.0,262.0,JAN,2020,,,,
UD Nova Gorica,575.0,326.0,399.0,334.0,1634.0,JAN,2020,,,,
UD Tolmin,134.0,120.0,106.0,57.0,417.0,JAN,2020,,,,
OS Novo mesto,1795.0,868.0,695.0,410.0,3768.0,JAN,2020,,,,
UD Črnomelj,432.0,251.0,159.0,63.0,905.0,JAN,2020,,,,
UD Metlika,218.0,113.0,64.0,35.0,430.0,JAN,2020,,,,
UD Novo mesto,904.0,394.0,368.0,258.0,1924.0,JAN,2020,,,,
UD Trebnje,241.0,110.0,104.0,54.0,509.0,JAN,2020,,,,
OS Ptuj,766.0,963.0,879.0,408.0,3016.0,JAN,2020,,,,
UD Ormož,189.0,243.0,173.0,57.0,662.0,JAN,2020,,,,
UD Ptuj,577.0,720.0,706.0,351.0,2354.0,JAN,2020,,,,
OS Sevnica,1254.0,1007.0,715.0,354.0,3330.0,JAN,2020,,,,
UD Brežice,312.0,342.0,280.0,116.0,1050.0,JAN,2020,,,,
UD Krško,768.0,420.0,283.0,143.0,1614.0,JAN,2020,,,,
UD Sevnica,174.0,245.0,152.0,95.0,666.0,JAN,2020,,,,
OS Trbovlje,869.0,675.0,555.0,317.0,2416.0,JAN,2020,,,,
UD Hrastnik,175.0,135.0,99.0,45.0,454.0,JAN,2020,,,,
UD Litija,205.0,152.0,104.0,77.0,538.0,JAN,2020,,,,
UD Trbovlje,304.0,247.0,210.0,129.0,890.0,JAN,2020,,,,
UD Zagorje,185.0,141.0,142.0,66.0,534.0,JAN,2020,,,,
OS Velenje,1466.0,1584.0,1275.0,730.0,5055.0,JAN,2020,,,,
UD Dravograd,89.0,116.0,86.0,37.0,328.0,JAN,2020,,,,
UD Mozirje,126.0,162.0,156.0,88.0,532.0,JAN,2020,,,,
UD Radlje ob Dravi,169.0,241.0,158.0,79.0,647.0,JAN,2020,,,,
UD Ravne na Koroškem,219.0,305.0,230.0,104.0,858.0,JAN,2020,,,,
UD Slovenj Gradec,201.0,235.0,172.0,105.0,713.0,JAN,2020,,,,
UD Velenje,662.0,525.0,473.0,317.0,1977.0,JAN,2020,,,,
,,,,,,JAN,2020,,,,
,,,,,79841.0,JAN,2020,,,,
OS Celje,2736.0,2546.0,2135.0,1278.0,8695.0,FEB,2020,,,,
UD Celje,815.0,766.0,743.0,523.0,2847.0,FEB,2020,,,,
UD Laško,169.0,182.0,152.0,69.0,572.0,FEB,2020,,,,
UD Slovenske Konjice,431.0,376.0,305.0,147.0,1259.0,FEB,2020,,,,
UD Šentjur,251.0,279.0,197.0,135.0,862.0,FEB,2020,,,,
UD Šmarje pri Jelšah,538.0,474.0,315.0,174.0,1501.0,FEB,2020,,,,
UD Žalec,532.0,469.0,423.0,230.0,1654.0,FEB,2020,,,,
OS Koper,1750.0,1369.0,1456.0,811.0,5386.0,FEB,2020,,,,
UD Ilirska Bistrica,132.0,114.0,106.0,48.0,400.0,FEB,2020,,,,
UD Izola,225.0,154.0,142.0,84.0,605.0,FEB,2020,,,,
UD Koper,654.0,537.0,561.0,342.0,2094.0,FEB,2020,,,,
UD Piran,253.0,204.0,258.0,123.0,838.0,FEB,2020,,,,
UD Postojna,290.0,190.0,181.0,91.0,752.0,FEB,2020,,,,
UD Sežana,196.0,170.0,208.0,123.0,697.0,FEB,2020,,,,
OS Kranj,1695.0,1171.0,1406.0,907.0,5179.0,FEB,2020,,,,
UD Jesenice,254.0,210.0,183.0,87.0,734.0,FEB,2020,,,,
UD Kranj,905.0,489.0,658.0,443.0,2495.0,FEB,2020,,,,
UD Radovljica,221.0,193.0,240.0,177.0,831.0,FEB,2020,,,,
UD Škofja Loka,193.0,177.0,213.0,162.0,745.0,FEB,2020,,,,
UD Tržič,122.0,102.0,112.0,38.0,374.0,FEB,2020,,,,
OS Ljubljana,6342.0,4903.0,5674.0,4294.0,21213.0,FEB,2020,,,,
UD Cerknica,88.0,133.0,119.0,66.0,406.0,FEB,2020,,,,
UD Domžale,461.0,402.0,420.0,305.0,1588.0,FEB,2020,,,,
UD Grosuplje,445.0,346.0,292.0,145.0,1228.0,FEB,2020,,,,
UD Kamnik,283.0,279.0,267.0,153.0,982.0,FEB,2020,,,,
UD Kočevje,475.0,342.0,180.0,74.0,1071.0,FEB,2020,,,,
UD Ljubljana,4179.0,3005.0,4029.0,3309.0,14522.0,FEB,2020,,,,
UD Logatec,96.0,92.0,83.0,62.0,333.0,FEB,2020,,,,
UD Ribnica,113.0,100.0,85.0,53.0,351.0,FEB,2020,,,,
UD Vrhnika,202.0,204.0,199.0,127.0,732.0,FEB,2020,,,,
OS Maribor,3203.0,2860.0,2830.0,1836.0,10729.0,FEB,2020,,,,
UD Lenart,105.0,157.0,117.0,63.0,442.0,FEB,2020,,,,
UD Maribor,2307.0,1965.0,2045.0,1392.0,7709.0,FEB,2020,,,,
UD Pesnica,226.0,243.0,163.0,99.0,731.0,FEB,2020,,,,
UD Ruše,166.0,179.0,178.0,92.0,615.0,FEB,2020,,,,
UD Slovenska Bistrica,399.0,316.0,327.0,190.0,1232.0,FEB,2020,,,,
OS Murska Sobota,2436.0,1901.0,1292.0,732.0,6361.0,FEB,2020,,,,
UD Gornja Radgona,291.0,317.0,201.0,104.0,913.0,FEB,2020,,,,
UD Lendava,543.0,427.0,260.0,130.0,1360.0,FEB,2020,,,,
UD Ljutomer,229.0,238.0,173.0,104.0,744.0,FEB,2020,,,,
UD Murska Sobota,1373.0,919.0,658.0,394.0,3344.0,FEB,2020,,,,
OS Nova Gorica,961.0,673.0,681.0,530.0,2845.0,FEB,2020,,,,
UD Ajdovščina,192.0,180.0,154.0,117.0,643.0,FEB,2020,,,,
UD Idrija,86.0,66.0,63.0,39.0,254.0,FEB,2020,,,,
UD Nova Gorica,559.0,307.0,365.0,314.0,1545.0,FEB,2020,,,,
UD Tolmin,124.0,120.0,99.0,60.0,403.0,FEB,2020,,,,
OS Novo mesto,1735.0,858.0,661.0,399.0,3653.0,FEB,2020,,,,
UD Črnomelj,430.0,249.0,154.0,61.0,894.0,FEB,2020,,,,
UD Metlika,210.0,110.0,64.0,33.0,417.0,FEB,2020,,,,
UD Novo mesto,864.0,385.0,342.0,255.0,1846.0,FEB,2020,,,,
UD Trebnje,231.0,114.0,101.0,50.0,496.0,FEB,2020,,,,
OS Ptuj,733.0,946.0,865.0,382.0,2926.0,FEB,2020,,,,
UD Ormož,176.0,229.0,172.0,55.0,632.0,FEB,2020,,,,
UD Ptuj,557.0,717.0,693.0,327.0,2294.0,FEB,2020,,,,
OS Sevnica,1196.0,965.0,670.0,343.0,3174.0,FEB,2020,,,,
UD Brežice,297.0,332.0,271.0,108.0,1008.0,FEB,2020,,,,
UD Krško,722.0,398.0,257.0,144.0,1521.0,FEB,2020,,,,
UD Sevnica,177.0,235.0,142.0,91.0,645.0,FEB,2020,,,,
OS Trbovlje,860.0,650.0,547.0,287.0,2344.0,FEB,2020,,,,
UD Hrastnik,170.0,122.0,97.0,42.0,431.0,FEB,2020,,,,
UD Litija,199.0,150.0,106.0,68.0,523.0,FEB,2020,,,,
UD Trbovlje,303.0,244.0,203.0,121.0,871.0,FEB,2020,,,,
UD Zagorje,188.0,134.0,141.0,56.0,519.0,FEB,2020,,,,
OS Velenje,1433.0,1569.0,1257.0,720.0,4979.0,FEB,2020,,,,
UD Dravograd,89.0,111.0,78.0,35.0,313.0,FEB,2020,,,,
UD Mozirje,126.0,153.0,157.0,83.0,519.0,FEB,2020,,,,
UD Radlje ob Dravi,149.0,226.0,154.0,81.0,610.0,FEB,2020,,,,
UD Ravne na Koroškem,214.0,308.0,228.0,101.0,851.0,FEB,2020,,,,
UD Slovenj Gradec,198.0,234.0,166.0,105.0,703.0,FEB,2020,,,,
UD Velenje,657.0,537.0,474.0,315.0,1983.0,FEB,2020,,,,
,,,,,,FEB,2020,,,,
,,,,,77484.0,FEB,2020,,,,
OS Celje,2614.0,2527.0,2176.0,1261.0,8578.0,MAR,2020,,,,
UD Celje,789.0,748.0,748.0,499.0,2784.0,MAR,2020,,,,
UD Laško,165.0,186.0,156.0,76.0,583.0,MAR,2020,,,,
UD Slovenske Konjice,404.0,385.0,317.0,152.0,1258.0,MAR,2020,,,,
UD Šentjur,237.0,278.0,213.0,137.0,865.0,MAR,2020,,,,
UD Šmarje pri Jelšah,519.0,467.0,325.0,166.0,1477.0,MAR,2020,,,,
UD Žalec,500.0,463.0,417.0,231.0,1611.0,MAR,2020,,,,
OS Koper,1760.0,1388.0,1504.0,830.0,5482.0,MAR,2020,,,,
UD Ilirska Bistrica,132.0,107.0,110.0,51.0,400.0,MAR,2020,,,,
UD Izola,223.0,157.0,151.0,82.0,613.0,MAR,2020,,,,
UD Koper,669.0,564.0,595.0,358.0,2186.0,MAR,2020,,,,
UD Piran,237.0,190.0,256.0,123.0,806.0,MAR,2020,,,,
UD Postojna,303.0,189.0,176.0,91.0,759.0,MAR,2020,,,,
UD Sežana,196.0,181.0,216.0,125.0,718.0,MAR,2020,,,,
OS Kranj,1634.0,1282.0,1491.0,933.0,5340.0,MAR,2020,,,,
UD Jesenice,250.0,247.0,211.0,98.0,806.0,MAR,2020,,,,
UD Kranj,818.0,532.0,681.0,451.0,2482.0,MAR,2020,,,,
UD Radovljica,245.0,201.0,267.0,179.0,892.0,MAR,2020,,,,
UD Škofja Loka,195.0,195.0,215.0,164.0,769.0,MAR,2020,,,,
UD Tržič,126.0,107.0,117.0,41.0,391.0,MAR,2020,,,,
OS Ljubljana,6357.0,4923.0,5800.0,4382.0,21462.0,MAR,2020,,,,
UD Cerknica,82.0,126.0,124.0,67.0,399.0,MAR,2020,,,,
UD Domžale,455.0,408.0,430.0,307.0,1600.0,MAR,2020,,,,
UD Grosuplje,454.0,339.0,300.0,160.0,1253.0,MAR,2020,,,,
UD Kamnik,282.0,281.0,283.0,168.0,1014.0,MAR,2020,,,,
UD Kočevje,469.0,336.0,167.0,70.0,1042.0,MAR,2020,,,,
UD Ljubljana,4198.0,3029.0,4117.0,3367.0,14711.0,MAR,2020,,,,
UD Logatec,96.0,95.0,82.0,62.0,335.0,MAR,2020,,,,
UD Ribnica,121.0,107.0,88.0,51.0,367.0,MAR,2020,,,,
UD Vrhnika,200.0,202.0,209.0,130.0,741.0,MAR,2020,,,,
OS Maribor,3153.0,2903.0,2949.0,1891.0,10896.0,MAR,2020,,,,
UD Lenart,106.0,162.0,129.0,67.0,464.0,MAR,2020,,,,
UD Maribor,2294.0,2022.0,2131.0,1445.0,7892.0,MAR,2020,,,,
UD Pesnica,209.0,217.0,173.0,102.0,701.0,MAR,2020,,,,
UD Ruše,166.0,189.0,186.0,90.0,631.0,MAR,2020,,,,
UD Slovenska Bistrica,378.0,313.0,330.0,187.0,1208.0,MAR,2020,,,,
OS Murska Sobota,2296.0,1849.0,1234.0,699.0,6078.0,MAR,2020,,,,
UD Gornja Radgona,273.0,320.0,198.0,95.0,886.0,MAR,2020,,,,
UD Lendava,521.0,410.0,250.0,120.0,1301.0,MAR,2020,,,,
UD Ljutomer,213.0,230.0,168.0,101.0,712.0,MAR,2020,,,,
UD Murska Sobota,1289.0,889.0,618.0,383.0,3179.0,MAR,2020,,,,
OS Nova Gorica,985.0,702.0,703.0,535.0,2925.0,MAR,2020,,,,
UD Ajdovščina,192.0,184.0,146.0,119.0,641.0,MAR,2020,,,,
UD Idrija,82.0,67.0,69.0,38.0,256.0,MAR,2020,,,,
UD Nova Gorica,573.0,321.0,374.0,306.0,1574.0,MAR,2020,,,,
UD Tolmin,138.0,130.0,114.0,72.0,454.0,MAR,2020,,,,
OS Novo mesto,1697.0,835.0,666.0,394.0,3592.0,MAR,2020,,,,
UD Črnomelj,430.0,242.0,151.0,61.0,884.0,MAR,2020,,,,
UD Metlika,206.0,101.0,70.0,33.0,410.0,MAR,2020,,,,
UD Novo mesto,833.0,389.0,346.0,248.0,1816.0,MAR,2020,,,,
UD Trebnje,228.0,103.0,99.0,52.0,482.0,MAR,2020,,,,
OS Ptuj,723.0,932.0,865.0,373.0,2893.0,MAR,2020,,,,
UD Ormož,165.0,231.0,182.0,51.0,629.0,MAR,2020,,,,
UD Ptuj,558.0,701.0,683.0,322.0,2264.0,MAR,2020,,,,
OS Sevnica,1151.0,960.0,701.0,349.0,3161.0,MAR,2020,,,,
UD Brežice,297.0,333.0,283.0,116.0,1029.0,MAR,2020,,,,
UD Krško,682.0,396.0,261.0,148.0,1487.0,MAR,2020,,,,
UD Sevnica,172.0,231.0,157.0,85.0,645.0,MAR,2020,,,,
OS Trbovlje,863.0,655.0,547.0,288.0,2353.0,MAR,2020,,,,
UD Hrastnik,173.0,126.0,98.0,42.0,439.0,MAR,2020,,,,
UD Litija,200.0,158.0,96.0,68.0,522.0,MAR,2020,,,,
UD Trbovlje,309.0,244.0,212.0,125.0,890.0,MAR,2020,,,,
UD Zagorje,181.0,127.0,141.0,53.0,502.0,MAR,2020,,,,
OS Velenje,1429.0,1588.0,1327.0,751.0,5095.0,MAR,2020,,,,
UD Dravograd,92.0,111.0,80.0,38.0,321.0,MAR,2020,,,,
UD Mozirje,134.0,158.0,157.0,82.0,531.0,MAR,2020,,,,
UD Radlje ob Dravi,149.0,239.0,168.0,87.0,643.0,MAR,2020,,,,
UD Ravne na Koroškem,225.0,305.0,253.0,106.0,889.0,MAR,2020,,,,
UD Slovenj Gradec,199.0,241.0,176.0,117.0,733.0,MAR,2020,,,,
UD Velenje,630.0,534.0,493.0,321.0,1978.0,MAR,2020,,,,
,,,,,,MAR,2020,,,,
,,,,,77855.0,MAR,2020,,,,
OS Celje,2868.0,2848.0,2476.0,1447.0,9639.0,APR,2020,,,,
UD Celje,907.0,867.0,867.0,577.0,3218.0,APR,2020,,,,
UD Laško,182.0,207.0,175.0,83.0,647.0,APR,2020,,,,
UD Slovenske Konjice,415.0,427.0,346.0,175.0,1363.0,APR,2020,,,,
UD Šentjur,256.0,304.0,236.0,155.0,951.0,APR,2020,,,,
UD Šmarje pri Jelšah,563.0,514.0,373.0,195.0,1645.0,APR,2020,,,,
UD Žalec,545.0,529.0,479.0,262.0,1815.0,APR,2020,,,,
OS Koper,2217.0,1649.0,1816.0,931.0,6613.0,APR,2020,,,,
UD Ilirska Bistrica,135.0,126.0,124.0,54.0,439.0,APR,2020,,,,
UD Izola,300.0,183.0,199.0,96.0,778.0,APR,2020,,,,
UD Koper,883.0,665.0,711.0,405.0,2664.0,APR,2020,,,,
UD Piran,305.0,246.0,311.0,140.0,1002.0,APR,2020,,,,
UD Postojna,347.0,216.0,217.0,99.0,879.0,APR,2020,,,,
UD Sežana,247.0,213.0,254.0,137.0,851.0,APR,2020,,,,
OS Kranj,1991.0,1563.0,1882.0,1092.0,6528.0,APR,2020,,,,
UD Jesenice,326.0,295.0,258.0,125.0,1004.0,APR,2020,,,,
UD Kranj,1004.0,647.0,860.0,525.0,3036.0,APR,2020,,,,
UD Radovljica,286.0,259.0,351.0,212.0,1108.0,APR,2020,,,,
UD Škofja Loka,220.0,231.0,272.0,179.0,902.0,APR,2020,,,,
UD Tržič,155.0,131.0,141.0,51.0,478.0,APR,2020,,,,
OS Ljubljana,6987.0,5568.0,6723.0,4901.0,24179.0,APR,2020,,,,
UD Cerknica,95.0,136.0,143.0,68.0,442.0,APR,2020,,,,
UD Domžale,504.0,484.0,528.0,368.0,1884.0,APR,2020,,,,
UD Grosuplje,470.0,376.0,345.0,194.0,1385.0,APR,2020,,,,
UD Kamnik,307.0,305.0,347.0,191.0,1150.0,APR,2020,,,,
UD Kočevje,502.0,364.0,183.0,71.0,1120.0,APR,2020,,,,
UD Ljubljana,4660.0,3408.0,4720.0,3719.0,16507.0,APR,2020,,,,
UD Logatec,105.0,114.0,104.0,74.0,397.0,APR,2020,,,,
UD Ribnica,135.0,123.0,109.0,60.0,427.0,APR,2020,,,,
UD Vrhnika,209.0,258.0,244.0,156.0,867.0,APR,2020,,,,
OS Maribor,3649.0,3378.0,3459.0,2121.0,12607.0,APR,2020,,,,
UD Lenart,139.0,198.0,153.0,80.0,570.0,APR,2020,,,,
UD Maribor,2684.0,2310.0,2485.0,1612.0,9091.0,APR,2020,,,,
UD Pesnica,240.0,264.0,213.0,116.0,833.0,APR,2020,,,,
UD Ruše,189.0,231.0,215.0,98.0,733.0,APR,2020,,,,
UD Slovenska Bistrica,397.0,375.0,393.0,215.0,1380.0,APR,2020,,,,
OS Murska Sobota,2456.0,1989.0,1440.0,759.0,6644.0,APR,2020,,,,
UD Gornja Radgona,317.0,336.0,232.0,97.0,982.0,APR,2020,,,,
UD Lendava,538.0,447.0,293.0,126.0,1404.0,APR,2020,,,,
UD Ljutomer,236.0,254.0,199.0,113.0,802.0,APR,2020,,,,
UD Murska Sobota,1365.0,952.0,716.0,423.0,3456.0,APR,2020,,,,
OS Nova Gorica,1134.0,810.0,836.0,607.0,3387.0,APR,2020,,,,
UD Ajdovščina,215.0,201.0,173.0,133.0,722.0,APR,2020,,,,
UD Idrija,89.0,84.0,83.0,47.0,303.0,APR,2020,,,,
UD Nova Gorica,656.0,376.0,445.0,341.0,1818.0,APR,2020,,,,
UD Tolmin,174.0,149.0,135.0,86.0,544.0,APR,2020,,,,
OS Novo mesto,1787.0,928.0,766.0,450.0,3931.0,APR,2020,,,,
UD Črnomelj,449.0,253.0,162.0,64.0,928.0,APR,2020,,,,
UD Metlika,212.0,113.0,75.0,36.0,436.0,APR,2020,,,,
UD Novo mesto,892.0,440.0,403.0,285.0,2020.0,APR,2020,,,,
UD Trebnje,234.0,122.0,126.0,65.0,547.0,APR,2020,,,,
OS Ptuj,831.0,1097.0,1052.0,454.0,3434.0,APR,2020,,,,
UD Ormož,184.0,262.0,206.0,62.0,714.0,APR,2020,,,,
