Občina,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 let ali več,Skupaj,month,year
Črna na Koroškem,7.0,12.0,19.0,10.0,5.0,19.0,72.0,MAR,2021
Črnomelj,101.0,68.0,141.0,127.0,63.0,245.0,745.0,MAR,2021
Destrnik,21.0,11.0,10.0,26.0,11.0,16.0,95.0,MAR,2021
Divača,12.0,17.0,42.0,26.0,19.0,53.0,169.0,MAR,2021
Dobje,1.0,3.0,5.0,3.0,4.0,8.0,24.0,MAR,2021
Dobrepolje,13.0,10.0,30.0,13.0,17.0,31.0,114.0,MAR,2021
Dobrna,10.0,6.0,18.0,5.0,9.0,23.0,71.0,MAR,2021
Dobrova - Polhov Gradec,16.0,22.0,34.0,41.0,12.0,48.0,173.0,MAR,2021
Dobrovnik,5.0,6.0,14.0,18.0,13.0,27.0,83.0,MAR,2021
Dol pri Ljubljani,12.0,19.0,51.0,36.0,14.0,54.0,186.0,MAR,2021
Dolenjske Toplice,2.0,9.0,12.0,15.0,12.0,38.0,88.0,MAR,2021
Domžale,98.0,126.0,267.0,248.0,161.0,285.0,1185.0,MAR,2021
Dornava,4.0,14.0,15.0,21.0,7.0,29.0,90.0,MAR,2021
Dravograd,24.0,29.0,57.0,46.0,32.0,79.0,267.0,MAR,2021
Duplek,44.0,29.0,68.0,66.0,24.0,76.0,307.0,MAR,2021
Gorenja vas - Poljane,21.0,18.0,29.0,15.0,19.0,46.0,148.0,MAR,2021
Gorišnica,11.0,15.0,30.0,22.0,16.0,42.0,136.0,MAR,2021
Gorje,8.0,8.0,19.0,20.0,10.0,19.0,84.0,MAR,2021
Gornja Radgona,32.0,39.0,75.0,66.0,48.0,116.0,376.0,MAR,2021
Gornji Grad,8.0,11.0,13.0,9.0,2.0,16.0,59.0,MAR,2021
Gornji Petrovci,7.0,11.0,19.0,15.0,5.0,28.0,85.0,MAR,2021
Grad,11.0,8.0,6.0,11.0,17.0,17.0,70.0,MAR,2021
Grosuplje,83.0,88.0,184.0,153.0,53.0,146.0,707.0,MAR,2021
Hajdina,20.0,16.0,29.0,18.0,14.0,24.0,121.0,MAR,2021
Hoče - Slivnica,59.0,66.0,139.0,94.0,49.0,130.0,537.0,MAR,2021
Hodoš,8.0,0.0,4.0,2.0,0.0,5.0,19.0,MAR,2021
Horjul,7.0,8.0,15.0,16.0,8.0,13.0,67.0,MAR,2021
Hrastnik,47.0,44.0,100.0,95.0,51.0,113.0,450.0,MAR,2021
Hrpelje - Kozina,10.0,13.0,36.0,34.0,18.0,58.0,169.0,MAR,2021
Idrija,30.0,38.0,63.0,66.0,36.0,65.0,298.0,MAR,2021
Ig,31.0,21.0,50.0,58.0,23.0,56.0,239.0,MAR,2021
Ilirska Bistrica,28.0,30.0,82.0,78.0,40.0,117.0,375.0,MAR,2021
Ivančna Gorica,59.0,58.0,86.0,94.0,47.0,117.0,461.0,MAR,2021
Izola,59.0,84.0,179.0,174.0,71.0,212.0,779.0,MAR,2021
Jesenice,100.0,77.0,182.0,179.0,58.0,158.0,754.0,MAR,2021
Jezersko,1.0,1.0,1.0,5.0,2.0,2.0,12.0,MAR,2021
Juršinci,9.0,8.0,26.0,20.0,10.0,14.0,87.0,MAR,2021
Kamnik,70.0,91.0,210.0,197.0,104.0,282.0,954.0,MAR,2021
Kanal,18.0,20.0,41.0,40.0,13.0,61.0,193.0,MAR,2021
Kidričevo,30.0,30.0,54.0,51.0,33.0,53.0,251.0,MAR,2021
Kobarid,8.0,7.0,17.0,13.0,9.0,36.0,90.0,MAR,2021
Kobilje,1.0,2.0,5.0,3.0,2.0,8.0,21.0,MAR,2021
Kočevje,135.0,119.0,251.0,219.0,80.0,244.0,1048.0,MAR,2021
Komen,6.0,9.0,24.0,18.0,12.0,33.0,102.0,MAR,2021
Komenda,10.0,15.0,37.0,33.0,17.0,26.0,138.0,MAR,2021
Koper,165.0,209.0,503.0,533.0,246.0,573.0,2229.0,MAR,2021
Kostanjevica na Krki,7.0,2.0,20.0,21.0,12.0,37.0,99.0,MAR,2021
Kostel,2.0,2.0,4.0,4.0,2.0,13.0,27.0,MAR,2021
Kozje,15.0,7.0,26.0,34.0,17.0,54.0,153.0,MAR,2021
Kranj,140.0,197.0,482.0,396.0,164.0,508.0,1887.0,MAR,2021
Kranjska Gora,11.0,18.0,31.0,38.0,15.0,38.0,151.0,MAR,2021
Križevci,17.0,15.0,32.0,19.0,12.0,27.0,122.0,MAR,2021
Krško,160.0,138.0,264.0,246.0,147.0,393.0,1348.0,MAR,2021
Kungota,16.0,33.0,43.0,62.0,23.0,51.0,228.0,MAR,2021
Kuzma,15.0,6.0,13.0,15.0,6.0,14.0,69.0,MAR,2021
Laško,36.0,48.0,123.0,95.0,58.0,163.0,523.0,MAR,2021
Lenart,32.0,34.0,50.0,43.0,22.0,53.0,234.0,MAR,2021
Lendava,58.0,64.0,116.0,145.0,86.0,218.0,687.0,MAR,2021
Litija,50.0,50.0,112.0,102.0,48.0,130.0,492.0,MAR,2021
Ljubljana,784.0,1265.0,3226.0,3032.0,1242.0,3306.0,12855.0,MAR,2021
Ljubno,4.0,12.0,14.0,12.0,6.0,22.0,70.0,MAR,2021
Ljutomer,56.0,54.0,71.0,99.0,50.0,123.0,453.0,MAR,2021
Log - Dragomer,11.0,14.0,19.0,22.0,12.0,32.0,110.0,MAR,2021
Logatec,35.0,39.0,92.0,80.0,41.0,93.0,380.0,MAR,2021
Loška dolina,13.0,10.0,24.0,14.0,8.0,28.0,97.0,MAR,2021
Loški Potok,4.0,4.0,8.0,7.0,3.0,12.0,38.0,MAR,2021
Lovrenc na Pohorju,16.0,5.0,23.0,29.0,11.0,30.0,114.0,MAR,2021
Luče,3.0,6.0,6.0,9.0,3.0,24.0,51.0,MAR,2021
Lukovica,21.0,15.0,39.0,44.0,17.0,47.0,183.0,MAR,2021
Majšperk,12.0,13.0,27.0,32.0,24.0,42.0,150.0,MAR,2021
Makole,9.0,8.0,17.0,9.0,9.0,19.0,71.0,MAR,2021
Maribor,548.0,688.0,1476.0,1342.0,679.0,1570.0,6303.0,MAR,2021
Markovci,13.0,19.0,28.0,25.0,21.0,32.0,138.0,MAR,2021
Medvode,34.0,57.0,150.0,129.0,53.0,146.0,569.0,MAR,2021
Mengeš,12.0,32.0,65.0,58.0,26.0,68.0,261.0,MAR,2021
Metlika,62.0,39.0,88.0,93.0,52.0,119.0,453.0,MAR,2021
Mežica,9.0,13.0,15.0,11.0,13.0,39.0,100.0,MAR,2021
Miklavž na Dravskem polju,36.0,51.0,65.0,53.0,31.0,63.0,299.0,MAR,2021
Miren - Kostanjevica,10.0,10.0,34.0,27.0,16.0,33.0,130.0,MAR,2021
Mirna,8.0,2.0,10.0,7.0,7.0,15.0,49.0,MAR,2021
Mirna Peč,7.0,6.0,12.0,9.0,7.0,20.0,61.0,MAR,2021
Mislinja,10.0,20.0,24.0,24.0,10.0,44.0,132.0,MAR,2021
Mokronog - Trebelno,7.0,7.0,10.0,14.0,11.0,31.0,80.0,MAR,2021
Moravče,13.0,17.0,31.0,28.0,18.0,21.0,128.0,MAR,2021
Moravske Toplice,23.0,31.0,43.0,65.0,37.0,80.0,279.0,MAR,2021
Mozirje,9.0,15.0,26.0,32.0,16.0,41.0,139.0,MAR,2021
Murska Sobota,141.0,116.0,244.0,227.0,106.0,245.0,1079.0,MAR,2021
Muta,9.0,14.0,21.0,25.0,13.0,31.0,113.0,MAR,2021
Naklo,12.0,15.0,28.0,29.0,16.0,43.0,143.0,MAR,2021
Nazarje,9.0,5.0,18.0,10.0,8.0,18.0,68.0,MAR,2021
Nova Gorica,61.0,127.0,237.0,230.0,108.0,310.0,1073.0,MAR,2021
Novo mesto,115.0,116.0,333.0,260.0,98.0,265.0,1187.0,MAR,2021
Odranci,7.0,2.0,15.0,17.0,6.0,21.0,68.0,MAR,2021
Oplotnica,13.0,20.0,24.0,27.0,7.0,25.0,116.0,MAR,2021
Ormož,75.0,64.0,100.0,81.0,54.0,113.0,487.0,MAR,2021
Osilnica,0.0,3.0,6.0,3.0,1.0,4.0,17.0,MAR,2021
Pesnica,46.0,29.0,54.0,60.0,31.0,64.0,284.0,MAR,2021
Piran,64.0,95.0,231.0,267.0,120.0,242.0,1019.0,MAR,2021
Pivka,16.0,21.0,42.0,41.0,12.0,68.0,200.0,MAR,2021
Podčetrtek,14.0,13.0,39.0,32.0,15.0,47.0,160.0,MAR,2021
Podlehnik,8.0,9.0,18.0,21.0,18.0,22.0,96.0,MAR,2021
Podvelka,10.0,6.0,18.0,18.0,16.0,28.0,96.0,MAR,2021
Poljčane,17.0,20.0,32.0,28.0,24.0,38.0,159.0,MAR,2021
Polzela,18.0,22.0,41.0,48.0,26.0,68.0,223.0,MAR,2021
Postojna,60.0,65.0,144.0,137.0,58.0,160.0,624.0,MAR,2021
Prebold,17.0,16.0,50.0,29.0,17.0,58.0,187.0,MAR,2021
Preddvor,7.0,12.0,23.0,24.0,7.0,29.0,102.0,MAR,2021
Prevalje,35.0,23.0,35.0,24.0,23.0,70.0,210.0,MAR,2021
Ptuj,117.0,141.0,234.0,207.0,121.0,235.0,1055.0,MAR,2021
Puconci,49.0,41.0,54.0,65.0,25.0,60.0,294.0,MAR,2021
Rače - Fram,39.0,32.0,52.0,70.0,38.0,80.0,311.0,MAR,2021
Radeče,15.0,13.0,37.0,33.0,12.0,45.0,155.0,MAR,2021
Radenci,22.0,15.0,40.0,40.0,25.0,41.0,183.0,MAR,2021
Radlje ob Dravi,26.0,21.0,50.0,54.0,32.0,63.0,246.0,MAR,2021
Radovljica,50.0,66.0,133.0,131.0,69.0,151.0,600.0,MAR,2021
Ravne na Koroškem,36.0,56.0,96.0,65.0,51.0,97.0,401.0,MAR,2021
Razkrižje,6.0,9.0,6.0,5.0,8.0,11.0,45.0,MAR,2021
Rečica ob Savinji,3.0,9.0,17.0,15.0,7.0,16.0,67.0,MAR,2021
Renče - Vogrsko,9.0,13.0,30.0,28.0,7.0,31.0,118.0,MAR,2021
Ribnica,43.0,42.0,79.0,50.0,21.0,36.0,271.0,MAR,2021
Ribnica na Pohorju,6.0,3.0,10.0,13.0,14.0,14.0,60.0,MAR,2021
Rogaška Slatina,65.0,66.0,97.0,127.0,98.0,183.0,636.0,MAR,2021
Rogašovci,41.0,22.0,36.0,35.0,24.0,45.0,203.0,MAR,2021
Rogatec,15.0,16.0,35.0,37.0,34.0,82.0,219.0,MAR,2021
Ruše,40.0,34.0,77.0,96.0,38.0,81.0,366.0,MAR,2021
Selnica ob Dravi,23.0,38.0,31.0,36.0,22.0,51.0,201.0,MAR,2021
Semič,19.0,14.0,34.0,25.0,19.0,62.0,173.0,MAR,2021
Sevnica,48.0,73.0,130.0,126.0,81.0,226.0,684.0,MAR,2021
Sežana,29.0,62.0,103.0,119.0,54.0,135.0,502.0,MAR,2021
Slovenj Gradec,53.0,58.0,125.0,118.0,52.0,169.0,575.0,MAR,2021
Slovenska Bistrica,95.0,113.0,201.0,177.0,90.0,221.0,897.0,MAR,2021
Slovenske Konjice,70.0,76.0,153.0,151.0,86.0,220.0,756.0,MAR,2021
Sodražica,5.0,7.0,14.0,11.0,4.0,16.0,57.0,MAR,2021
Solčava,1.0,3.0,2.0,3.0,3.0,2.0,14.0,MAR,2021
Središče ob Dravi,9.0,11.0,19.0,11.0,10.0,21.0,81.0,MAR,2021
Starše,19.0,17.0,33.0,32.0,15.0,39.0,155.0,MAR,2021
Straža,4.0,7.0,26.0,15.0,14.0,37.0,103.0,MAR,2021
Sveta Ana,13.0,8.0,7.0,12.0,7.0,17.0,64.0,MAR,2021
Sveta Trojica v Slovenskih goricah,10.0,5.0,13.0,10.0,7.0,11.0,56.0,MAR,2021
Sveti Andraž v Slovenskih goricah,6.0,4.0,7.0,9.0,6.0,8.0,40.0,MAR,2021
Sveti Jurij ob Ščavnici,15.0,11.0,31.0,18.0,12.0,27.0,114.0,MAR,2021
Sveti Jurij v Slovenskih goricah,11.0,6.0,11.0,3.0,2.0,9.0,42.0,MAR,2021
Sveti Tomaž,19.0,7.0,14.0,20.0,15.0,22.0,97.0,MAR,2021
Šalovci,6.0,3.0,11.0,9.0,7.0,13.0,49.0,MAR,2021
Šempeter - Vrtojba,11.0,32.0,35.0,42.0,16.0,40.0,176.0,MAR,2021
Šenčur,17.0,27.0,50.0,48.0,20.0,57.0,219.0,MAR,2021
Šentilj,41.0,48.0,69.0,67.0,39.0,86.0,350.0,MAR,2021
Šentjernej,33.0,34.0,48.0,47.0,21.0,75.0,258.0,MAR,2021
Šentjur,67.0,82.0,179.0,146.0,73.0,205.0,752.0,MAR,2021
Šentrupert,3.0,3.0,16.0,4.0,7.0,15.0,48.0,MAR,2021
Škocjan,26.0,16.0,40.0,23.0,14.0,28.0,147.0,MAR,2021
Škofja Loka,45.0,67.0,128.0,110.0,56.0,143.0,549.0,MAR,2021
Škofljica,35.0,37.0,69.0,89.0,46.0,90.0,366.0,MAR,2021
Šmarje pri Jelšah,33.0,50.0,102.0,111.0,75.0,148.0,519.0,MAR,2021
Šmarješke Toplice,1.0,7.0,19.0,14.0,2.0,22.0,65.0,MAR,2021
Šmartno ob Paki,9.0,14.0,30.0,17.0,9.0,34.0,113.0,MAR,2021
Šmartno pri Litiji,26.0,10.0,40.0,34.0,10.0,45.0,165.0,MAR,2021
Šoštanj,32.0,29.0,62.0,58.0,26.0,111.0,318.0,MAR,2021
